category,task,value,date,day
health,Organize Pills,2,2016/05/16,monday
career_development,Details response,3,2016/05/16,monday
career_development,siloette stream graph,2,2016/05/16,monday
career_development,Remove header on profile page,2,2016/05/16,monday
career_development,Review portfolio with Adina,3,2016/05/16,monday
fcfs,clean up terminal branches,2,2016/05/16,monday
pipeline,a,10,2016/05/23,monday
personal,a,17,2016/05/23,monday
career_development,a,0,2016/05/23,monday
fcfs,a,0,2016/05/23,monday
health,Organize Pills,2,2016/05/30,monday
personal,Laundry,2,2016/05/30,monday
health,whole 30,2,2016/06/06,monday
pipeline,Fix staging db,3,2016/06/06,monday
pipeline,manually test new loan types,5,2016/06/06,monday
pipeline,Push changes to production,2,2016/06/06,monday
personal,Call on car,1,2016/06/06,monday
health,whole 30,2,2016/06/13,monday
pipeline,Transaction type filter,3,2016/06/13,monday
pipeline,Submitted to processing email,5,2016/06/13,monday
personal,water garden,2,2016/06/13,monday
personal,Reschedule eye appointment,1,2016/06/13,monday
personal,Email Renee about HOA,1,2016/06/13,monday
personal,Water plant,1,2016/06/13,monday
health,Run 3 miles,3,2016/06/13,monday
personal,Text Joel,1,2016/06/13,monday
snowmass,Pay Jessica ,2,2016/06/13,monday
personal,Email Mary about check,2,2016/06/13,monday
snowmass,Pay Mediallion landscaping,2,2016/06/13,monday
personal,Audible book,1,2016/06/13,monday
personal,Groceries,2,2016/06/13,monday
personal,Pay BR credit card,2,2016/06/13,monday
health,whole 30,2,2016/06/20,monday
pipeline,Appraisal back mailer,3,2016/06/20,monday
pipeline,Cleared to close mailer,3,2016/06/20,monday
pipeline,Appraisal ordered mailer,2,2016/06/20,monday
pipeline,Final Cd out waiting on DOCs' mailer,3,2016/06/20,monday
pipeline,Appraisal signed off,2,2016/06/20,monday
pipeline,Final CD out waiting on wire,3,2016/06/20,monday
personal,Menu,2,2016/06/20,monday
personal,Send mom birthday card,2,2016/06/20,monday
personal,Laundry ,2,2016/06/20,monday
personal,Back up computer,2,2016/06/20,monday
personal,Updated Nest Settings,2,2016/06/20,monday
personal,Gift card for lexi,2,2016/06/20,monday
personal,Fix AC,2,2016/06/20,monday
personal,Grocerieis,3,2016/06/20,monday
personal,Get stamp,2,2016/06/20,monday
personal,Call Sprinkler guy,1,2016/06/20,monday
personal,Send lexi gift card,2,2016/06/20,monday
personal,Respond to gregg,2,2016/06/20,monday
personal,June business expense,3,2016/06/20,monday
personal,Call on car,1,2016/06/20,monday
personal,Call roofing co,1,2016/06/20,monday
personal,Clean up clothet,2,2016/06/20,monday
snowmass,Reply to Renee,2,2016/06/20,monday
health,Orgainze pills,2,2016/06/20,monday
personal,Water plant,1,2016/06/20,monday
fcfs,Bundle Audit,1,2016/06/20,monday
fcfs,data backup,1,2016/06/20,monday
fcfs,brakeman,1,2016/06/20,monday
fcfs,Data transfer,1,2016/06/20,monday
health,whole 30,2,2016/06/27,monday
personal,Call Sprinkler guy,1,2016/06/27,monday
personal,Call Allstate,2,2016/06/27,monday
personal,Reply to Angela,1,2016/06/27,monday
personal,Call hi tone,2,2016/06/27,monday
personal,Pay angela,2,2016/06/27,monday
personal,Run hills,5,2016/06/27,monday
personal,Up srpinklers on rose bushes and side yard,2,2016/06/27,monday
personal,Water plant,1,2016/06/27,monday
personal,Weed Garden,2,2016/06/27,monday
personal,Laundry,1,2016/06/27,monday
career_development,Add content to resume experience,5,2016/06/27,monday
pipeline,Fix lender name issue on submit,3,2016/06/27,monday
pipeline,Add processing table to lo dashboard,5,2016/06/27,monday
health,run 35 min,3,2016/07/04,monday
personal,Laundry,2,2016/07/04,monday
personal,Menu and grocieries,5,2016/07/04,monday
fcfs,brakeman,1,2016/07/04,monday
fcfs,change logout to 30 days,2,2016/07/04,monday
fcfs,rspec,1,2016/07/04,monday
fcfs,bundle audi,1,2016/07/04,monday
fcfs,Dash app from itunes store,1,2016/07/04,monday
pipeline,delete ssn from appfrom,3,2016/07/04,monday
pipeline,list of upcomming deadlines,3,2016/07/04,monday
fcfs,Meet with Mike and Paul,3,2016/07/11,monday
pipeline,set up prospect database,2,2016/07/11,monday
pipeline,set up prospect model,3,2016/07/11,monday
pipeline,Set up prospect controller,2,2016/07/11,monday
personal,Meet with Jerry,2,2016/07/11,monday
personal,Laundry,2,2016/07/11,monday
personal,Respnod to Angela,2,2016/07/11,monday
personal,Text Jerry,1,2016/07/11,monday
personal,drop off car and big o tire,3,2016/07/11,monday
personal,Personal Finances,2,2016/07/11,monday
personal,Call vet,1,2016/07/11,monday
personal,Book copper hotel,2,2016/07/11,monday
personal,Call roofing co,2,2016/07/11,monday
health,Wake up @ 6am,2,2016/07/11,monday
health,in bed at 10pm ,2,2016/07/11,monday
health,No fap,2,2016/07/11,monday
pipeline,set up redirects,3,2016/07/18,monday
pipeline,set up migrations,5,2016/07/18,monday
pipeline,set up new client template,3,2016/07/18,monday
pipeline,Set up prospect table,3,2016/07/18,monday
pipeline,Set up edit table,3,2016/07/18,monday
fcfs,Meet with Paul,2,2016/07/18,monday
health,70 min run,5,2016/07/18,monday
health,in bed at 10pm ,2,2016/07/18,monday
health,Wake up @ 6am,2,2016/07/18,monday
personal,Scan nanncy docs,2,2016/07/18,monday
personal,Get meditations in calendar,1,2016/07/18,monday
personal,reschedule Joel,2,2016/07/18,monday
personal,personal finances,3,2016/07/18,monday
personal,get bike in order,2,2016/07/18,monday
personal,Download mediatations,3,2016/07/18,monday
personal,Laundry,2,2016/07/18,monday
personal,Pay Amex,2,2016/07/18,monday
personal,Pay visa,2,2016/07/18,monday
personal,reschedule eliot,1,2016/07/18,monday
snowmass,Text Jesscia about clean ing bad,2,2016/07/18,monday
snowmass,check evolve calendar,2,2016/07/18,monday
personal,scan vsp claim,2,2016/07/18,monday
personal,check on Mt bike,2,2016/07/18,monday
personal,buy beetle spray,2,2016/07/18,monday
health,No fap,2,2016/07/18,monday
health,Wake up @ 6am,2,2016/07/25,monday
personal,Pay Eliot,2,2016/07/25,monday
personal,Deposit check,2,2016/07/25,monday
snowmass,Text Jessica about cleaning,2,2016/07/25,monday
personal,Personal Finances,2,2016/07/25,monday
snowmass,Get Plumbers set up @ snowmass,8,2016/07/25,monday
health,Mt bike with Joel,5,2016/07/25,monday
personal,Make Pesto,3,2016/07/25,monday
pipeline,Prospect features,10,2016/07/25,monday
pipeline,"remove ""pipeline"" on title",2,2016/08/01,monday
pipeline,lock up experiation on recission,3,2016/08/01,monday
pipeline,Add timestamp to summary apge,2,2016/08/01,monday
personal,Talley Scrum,3,2016/08/01,monday
health,Run 5 Miles,5,2016/08/01,monday
personal,Talley Scrum,3,2016/08/01,monday
personal,Personal Finances,2,2016/08/01,monday
personal,Water plant,1,2016/08/01,monday
health,Run 5 miles,5,2016/08/01,monday
personal,Laundry,2,2016/08/01,monday
personal,Respond to mike,2,2016/08/01,monday
personal,Respond to Chris about refi,2,2016/08/01,monday
health,No fap,2,2016/08/01,monday
health,wake up @ 6am,2,2016/08/01,monday
health,Run 3.5 miles,3,2016/08/08,monday
snowmass,Ace pick stuff up,2,2016/08/08,monday
board,print board notes,1,2016/08/15,monday
personal,cancel san diego,3,2016/08/15,monday
personal,Update snowmass scrum,3,2016/08/15,monday
personal,call dad back,2,2016/08/15,monday
personal,Orgainze Pills,2,2016/08/15,monday
personal,Water and clean plant,2,2016/08/15,monday
personal,Scan and send docs to Renee,5,2016/08/15,monday
personal,Hair cut,2,2016/08/15,monday
personal,Personal Finances,3,2016/08/15,monday
personal,Talley Scrum,3,2016/08/15,monday
personal,Respond to Jeol x2,2,2016/08/15,monday
health,wake up @ 6am,2,2016/08/15,monday
health,No fap,2,2016/08/15,monday
health,in bed at 10pm ,2,2016/08/15,monday
health,run 2 miles,2,2016/08/15,monday
fcfs,Meet with mike,2,2016/08/15,monday
fcfs,Call paraesh,2,2016/08/15,monday
health,wake up @ 6am,2,2016/08/22,monday
health,No fap,2,2016/08/22,monday
health,in bed at 10pm ,2,2016/08/22,monday
health,set up dr bradley,2,2016/08/22,monday
health,Meditate,2,2016/08/22,monday
health,5 mile run,5,2016/08/22,monday
health,set up massage,2,2016/08/22,monday
health,Whole 30,2,2016/08/22,monday
personal,Change watch battery,2,2016/08/22,monday
personal,Pay Amex,2,2016/08/22,monday
personal,Personal Finances,3,2016/08/22,monday
personal,Water plant,1,2016/08/22,monday
personal,Pay angela,2,2016/08/22,monday
personal,Pay toll,2,2016/08/22,monday
career_development,Text Paresh,2,2016/08/22,monday
career_development,Set up private contribution on githursdaydaysdayb profile,2,2016/08/22,monday
snowmass,fill out evolve cancelation form,2,2016/08/22,monday
snowmass,Follow up with logan @ homedepot,2,2016/08/22,monday
fcfs,Set up time with Paul,2,2016/08/22,monday
fcfs,Email mike,2,2016/08/22,monday
fcfs,Follow up with Mindy,2,2016/08/22,monday
fcfs,Audit / brakeman,2,2016/08/22,monday
health,wake up @ 6am,2,2016/08/29,monday
health,No fap,2,2016/08/29,monday
health,in bed at 10pm ,2,2016/08/29,monday
health,meditate,2,2016/08/29,monday
health,mountian bike with Joey,5,2016/08/29,monday
pipeline,Call with Luke,3,2016/08/29,monday
fcfs,Follow up with Mindy,2,2016/08/29,monday
personal,call dad back,2,2016/08/29,monday
personal,Send megan pic,3,2016/09/05,monday
personal,Groceries,2,2016/09/05,monday
personal,menu,2,2016/09/05,monday
personal,Reschedule eliot,2,2016/09/05,monday
personal,Refi docs together,2,2016/09/05,monday
pipeline,Set up calendar reminds and emails for keith,2,2016/09/05,monday
fcfs,Email mike about meeting,1,2016/09/05,monday
health,Meditate,2,2016/09/05,monday
health,wake up @ 6am,2,2016/09/05,monday
pipeline,Book atlanta flight,3,2016/09/12,monday
pipeline,"Text Karan DSW, Design movie, book",3,2016/09/12,monday
pipeline,Purchase start-up book,2,2016/09/12,monday
pipeline,Funding talk at DSW,3,2016/09/12,monday
pipeline,Research Mortgage stats,3,2016/09/12,monday
pipeline,Software as a service talk,2,2016/09/12,monday
personal,Stop 401k contribution,2,2016/09/12,monday
personal,Water plant,1,2016/09/12,monday
personal,hair cut,2,2016/09/12,monday
career_development,Reach out to Joey,2,2016/09/12,monday
health,Meditate,2,2016/09/12,monday
health,wake up @ 6am,2,2016/09/12,monday
health,in bed at 10pm,2,2016/09/12,monday
health,No fap,2,2016/09/12,monday
career_development,Analyze personal finances,2,2016/09/19,monday
pipeline,buy sketch pad,2,2016/09/19,monday
pipeline,Pricing financials,5,2016/09/19,monday
pipeline,Business case layout dv2,3,2016/09/19,monday
pipeline,Order entrepreunur book,2,2016/09/19,monday
pipeline,"Research 1003, web, and crm competitors",3,2016/09/19,monday
personal,personal finances,2,2016/09/19,monday
personal,Add board to scrum ,3,2016/09/19,monday
personal,Gj trip,5,2016/09/19,monday
personal,Water plant,1,2016/09/19,monday
snowmass,check on window status,2,2016/09/19,monday
snowmass,check on storage unit,3,2016/09/19,monday
career_development,resize crm placit images and upload,5,2016/09/26,monday
career_development,get old crm screenshot,3,2016/09/26,monday
career_development,get crm page repsonsive,5,2016/09/26,monday
career_development,Move header down ,2,2016/09/26,monday
pipeline,call bill merican,3,2016/09/26,monday
personal,reach out jerry,2,2016/09/26,monday
health,wake up @ 6am,2,2016/09/26,monday
health,No fap,2,2016/09/26,monday
health,Meditate,2,2016/09/26,monday
health,"Run 3 miles, 50 push ups, 50 squeezers",4,2016/09/26,monday
personal,Pay amex,2,2016/10/03,monday
personal,Pay Jerry,2,2016/10/03,monday
personal,cancel coderbyt,2,2016/10/03,monday
personal,Personal Finances,2,2016/10/03,monday
personal,Water plant,1,2016/10/03,monday
personal,Groceries,2,2016/10/03,monday
personal,Stop by floyd,2,2016/10/03,monday
board,respond to MSWP,2,2016/10/03,monday
fcfs,Push general notes,2,2016/10/03,monday
fcfs,Eliot comments,3,2016/10/03,monday
fcfs,Fix spacing issue on general notes,3,2016/10/03,monday
fcfs,Meet with Mike,3,2016/10/03,monday
health,No fap,2,2016/10/03,monday
health,in bed at 10pm,2,2016/10/03,monday
pipeline,follow up about thank you ,2,2016/10/03,monday
pipeline,Follow up with Keith,2,2016/10/03,monday
pipeline,Respond to Mikes email,3,2016/10/03,monday
pipeline,Send Keith gift card,2,2016/10/10,monday
pipeline,Buy Kieth Gift card,2,2016/10/10,monday
health,"Run 3 miles, 50 push ups, 50 squeezers",4,2016/10/10,monday
health,Drink two liters of water,2,2016/10/10,monday
health,wake up @ 6am,2,2016/10/10,monday
health,Paleo,2,2016/10/10,monday
health,No fap,2,2016/10/10,monday
personal,Pay montessori,1,2016/10/10,monday
personal,Water plant,1,2016/10/10,monday
fcfs,closing date change dv1,5,2016/10/10,monday
health,wake up @ 6am,2,2016/10/17,monday
health,Paleo,2,2016/10/17,monday
fcfs,Fix safari issue,5,2016/10/17,monday
health,wake up @ 6am,2,2016/10/24,monday
health,Paleo,2,2016/10/24,monday
fcfs,Meet with Mike,3,2016/10/24,monday
fcfs,Prepare file for snooze,3,2016/10/24,monday
fcfs,CD Mailer update,5,2016/10/31,monday
fcfs,Meet with Mike,3,2016/10/31,monday
health,Meditate,2,2016/10/31,monday
health,Orgainzie Pills,2,2016/10/31,monday
personal,Update Drivers License,2,2016/10/31,monday
personal,Charge fitbit,1,2016/10/31,monday
personal,Pay car tags,2,2016/10/31,monday
personal,Hand out candy,5,2016/10/31,monday
health,in bed at 10pm,2,2016/10/31,monday
fcfs,set up video background,5,2016/11/07,monday
fcfs,set up lo recruit css & html,3,2016/11/07,monday
fcfs,"create lo recruit page routes, views, controller",3,2016/11/07,monday
fcfs,set up lo recruit jss v1,5,2016/11/07,monday
personal,Groceries,2,2016/11/07,monday
personal,Charge fit bit,1,2016/11/07,monday
personal,back up computer,2,2016/11/07,monday
personal,Vote,3,2016/11/07,monday
personal,Seb b-day at MSWP,3,2016/11/07,monday
health,meditate,2,2016/11/07,monday
health,wake up @ 6am,2,2016/11/07,monday
health,in bed at 10pm,2,2016/11/07,monday
health,No fap,2,2016/11/07,monday
career_development,SQL Tutorial,5,2016/11/14,monday
personal,clean out closet draws,2,2016/11/14,monday
personal,Fix netflix account,2,2016/11/14,monday
personal,clean up flagged emails,2,2016/11/14,monday
personal,Groceries,2,2016/11/14,monday
personal,back up computer,2,2016/11/14,monday
snowmass,ask renee to change checks,2,2016/11/14,monday
fcfs,change about to values,2,2016/11/14,monday
fcfs,Call email paresh,2,2016/11/14,monday
fcfs,Add paul to website,2,2016/11/14,monday
fcfs,Remove 1% down program from website,2,2016/11/14,monday
fcfs,Rspec and backup check,2,2016/11/14,monday
fcfs,Meet with Mike,5,2016/11/14,monday
fcfs,Change title to CTO,1,2016/11/14,monday
fcfs,bin/deploy issues,3,2016/11/14,monday
fcfs,Email eliot about deploy issues,2,2016/11/14,monday
fcfs,Set up new issue with date picker,2,2016/11/14,monday
fcfs,Debug datepicker,3,2016/11/14,monday
health,Paleo,2,2016/11/14,monday
health,wake up @ 6am,2,2016/11/14,monday
health,Mediate,2,2016/11/14,monday
snowmass,Text logan about windows,2,2016/11/21,monday
personal,Coffee with Luke,3,2016/11/21,monday
personal,Text call tucker about skins,2,2016/11/21,monday
personal,Call with Karan,2,2016/11/21,monday
fcfs,rspec backup,2,2016/11/21,monday
fcfs,Add requested conditions from vendor,2,2016/11/21,monday
fcfs,Follow up with tickets call,2,2016/11/21,monday
fcfs,Connet wth Paul about fcfs benefits,3,2016/11/21,monday
fcfs,Add title and real estate to setup,3,2016/11/21,monday
fcfs,Type up Pauls thought to mike,3,2016/11/21,monday
fcfs,Date stamp hom page notes,2,2016/11/21,monday
fcfs,Add requested condition from borrower,2,2016/11/21,monday
career_development,fix ssl key,3,2016/11/21,monday
health,Run 2.5 shoulder/ bis,4,2016/11/21,monday
health,in bed at 10pm,2,2016/11/21,monday
health,No fap,2,2016/11/21,monday
health,wake up @ 6am,2,2016/11/21,monday
health,in bed at 10pm,2,2016/11/28,monday
health,paleo,2,2016/11/28,monday
health,No fap,2,2016/11/28,monday
fcfs,Get forced layout to work with closed loans,5,2016/11/28,monday
fcfs,Rename scopes,2,2016/11/28,monday
fcfs,Finailze cd warning,5,2016/11/28,monday
fcfs,Add authorie to csv files,2,2016/11/28,monday
personal,Laundry,2,2016/11/28,monday
personal,Return skins,2,2016/11/28,monday
personal,Water plant,1,2016/11/28,monday
health,No fap,2,2016/12/05,monday
personal,pack for naples,4,2016/12/05,monday
fcfs,dashboard,10,2016/12/05,monday
personal,Water plant,1,2016/12/12,monday
personal,Order groceries menu ,3,2016/12/12,monday
personal,personal finances,3,2016/12/12,monday
personal,Charge fit bit,1,2016/12/12,monday
personal,Back up computer,2,2016/12/12,monday
personal,Pick up Frazz,2,2016/12/12,monday
fcfs,Fix appraisal DL Red,3,2016/12/12,monday
fcfs,Fix Server issues,5,2016/12/12,monday
fcfs,Fix sidebar width issue,2,2016/12/12,monday
board,Email megan about next board meeting,2,2016/12/12,monday
personal,Update home router,3,2016/12/19,monday
personal,Follow up on make drain,2,2016/12/19,monday
personal,Prep for skiing,3,2016/12/19,monday
personal,Orkin visit,2,2016/12/19,monday
personal,Check out jennios for frazz,3,2016/12/19,monday
personal,Call Earnie BAC,2,2016/12/19,monday
personal,Water plant,1,2016/12/19,monday
personal,Set up Allstate online,2,2016/12/19,monday
personal,Setup paperless,2,2016/12/19,monday
personal,Change insurance payment info,2,2016/12/19,monday
personal,Finalize plans with Joel,2,2016/12/19,monday
fcfs,Email eliot about csv not working,2,2016/12/19,monday
fcfs,Email Chris about future of FCFS,3,2016/12/19,monday
fcfs,Add CSS Warming back in and test,3,2016/12/19,monday
fcfs,Dec business expense,3,2016/12/19,monday
fcfs,Finish hanging white board,3,2016/12/19,monday
fcfs,Email Mike about key and Maintence,2,2016/12/19,monday
fcfs,Reschedule Eliot,2,2016/12/19,monday
fcfs,Folllow up with Chris at Dilse,2,2016/12/19,monday
fcfs,Meet Chris at Dilse,2,2016/12/19,monday
personal,Laundry,2,2016/12/26,monday
health,Run 3 Miles,3,2017/01/02,monday
