countryname,size1960,size1961,size1962,size1963,size1964,size1965,size1966,size1967,size1968,size1969,size1970,size1971,size1972,size1973,size1974,size1975,size1976,size1977,size1978,size1979,size1980,size1981,size1982,size1983,size1984,size1985,size1986,size1987,size1988,size1989,size1990,size1991,size1992,size1993,size1994,size1995,size1996,size1997,size1998,size1999,size2000,size2001,size2002,size2003,size2004,size2005,size2006,size2007,size2008,size2009,size2010,size2011,size2012,size2013,size2014,size2015,size2016,change1960,change1961,change1962,change1963,change1964,change1965,change1966,change1967,change1968,change1969,change1970,change1971,change1972,change1973,change1974,change1975,change1976,change1977,change1978,change1979,change1980,change1981,change1982,change1983,change1984,change1985,change1986,change1987,change1988,change1989,change1990,change1991,change1992,change1993,change1994,change1995,change1996,change1997,change1998,change1999,change2000,change2001,change2002,change2003,change2004,change2005,change2006,change2007,change2008,change2009,change2010,change2011,change2012,change2013,change2014,change2015,change2016
Greenland,0,0,0,0,0,0,0,0,0,0,69520026.67,88570952.87,106101175.7,140153748.2,169918948.6,211194305.7,240780413.6,282269373,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970365,1016493395,1037921837,927219728.9,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1407866175,1621822370,1656172356,1818759669,2049139372,2310743218,2324870824,2306502374,2515245776,2408666379,2483396542,2551126949,2220380802,0,0,0,0,0,0,0,0,0,0,0,0,13.06085135,6.177273562,6.806008991,5.706253994,0.646240141,5.959208507,8.822315281,6.016717205,4.860597459,8.676006268,0.665279563,-4.41966084,3.457216668,-5.179615486,3.656387978,7.097322746,5.515872099,5.603610711,6.659545024,-11.71953298,-0.113464954,-5.111699131,-5.027933615,5.924369763,3.72867855,1.529636598,1.468926802,7.75798163,1.377884831,7.101596385,1.269035435,-0.971177904,-0.379625743,6.733427113,2.743728226,7.107168166,0.597979933,3.599853475,1.491481839,2.711091404,1.491674376,1.519121948,-2.962103924,-0.815753763,1.65503195,0
Guatemala,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655487456,15674852771,17790095901,19395461990,18318512501,19288926545,18702802395,20776669467,21917706491,23965275996,27211377225,30231249362,34113107086,39136893345,37733994976,41338595381,47654841113,50388454861,53851058955,58722323918,63767597194,68763255964,0,4.298518348,3.536501264,9.541043929,4.632992432,4.361769315,5.512103989,4.112175617,8.766035054,4.736909015,5.707883599,5.58375455,7.333051621,6.782834332,6.375029904,1.949990826,7.387265623,7.809220685,4.996689821,4.713456087,3.759978164,0.646858611,-3.530089009,-2.572091444,0.496697749,-0.609338954,0.143049598,3.543983305,3.89238706,3.942589519,3.10256318,3.658248747,4.838338808,3.927131992,4.033741477,4.948547507,2.957779899,4.364089932,4.993527823,3.847062161,3.608868745,2.33257416,3.866626553,2.530789948,3.152081835,3.260111043,5.379776769,6.304056515,3.281152283,0.52567459,2.869902893,4.161945918,2.970025412,3.697177338,4.174400627,4.140044358,3.066719179
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385000000,3560000000,3857000000,4197000000,4213000000,4375000000,4621000000,4781000000,4895000000,4928000000,5199000000,5364000000,5566000000,5734000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920598389,6.431014823,3.535461753,-3.828642384,0.81773187,1.728922092,0.314729333,2.091612633,0.12292563,2.025782689,1.865222623,1.260090569,0.4472098,0
Guyana,170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,336708419.5,368281378.9,442273433.2,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,696281471.7,722460886.4,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990006534,3077086276,3179104116,3446266344,0,4.689524309,1.104925811,-12.27865726,11.36028238,10.54101876,5.233273894,4.31362183,1.024827553,6.994386657,4.255456893,3.112850845,-3.317670936,1.244719353,7.70283995,8.483021513,1.536913278,-2.63867966,-1.806188772,-1.835696261,1.733889727,1.49616592,-13.19013449,-6.792386689,-5.028737864,2.399667458,-0.900602236,0.899396595,-3.693533101,-4.944413088,-3.038084903,5.984609957,7.831446686,8.213837994,8.523309353,4.986313614,7.883466726,6.226948358,-1.708567128,2.969880978,-1.376727515,2.249999297,1.051000768,-1.00525525,3.293924791,-1.956911156,5.129609355,7.020313451,1.976647058,3.31862417,4.370869417,5.437126058,4.816458917,5.22162589,3.840915282,3.174454462,3.264104194
Honduras,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,1929499950,2251499950,2566000050,2819500000,2903500050,3076999950,3319000000,3639499950,3808500050,4152499950,3970386266,3563448310,3048881323,3068444712,3419487441,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7103529494,7565869928,7775078403,8140271081,8772194250,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710275997,18528554861,18499729063,19756533658,20844308601,21516915353,0,1.855659321,5.764846041,3.580436708,5.416645571,9.037156489,5.373842271,5.977542858,6.598183245,0.655438847,3.62672094,3.995003607,5.762304882,7.869852503,-1.227641731,2.130681763,10.50069306,10.38388909,10.00570129,4.66442082,0.668480796,2.53320223,-1.391216432,-0.924352309,4.345691194,4.188233695,0.722676854,6.03139002,4.609852686,4.325852759,0.096880396,3.252033819,5.624295813,6.230032036,-1.303257181,4.062976116,3.595249724,4.993718608,2.901585416,-1.889534893,5.748148174,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.640698872,3.609523779
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26878499206,34658113497,41574530816,45416076681,50453577898,60093155533,70481451814,62703095751,59665427465,62236751773,56485301967,57769872075,57080369368,48676334689,50425333970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.873698253,6.645474107,1.861880909,-0.935499992,3.767496172,3.434404365,5.246474529,5.557907035,4.082810688,4.163840897,4.785120878,5.15000498,2.0533655,-7.383783,-1.701249763,-0.281262662,-2.187429172,-1.063921096,-0.491757527,1.641442067,2.929287803
Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473562850,2257129874,1878253818,2167569095,2813313282,2907517543,3338949152,3723903724,4153725967,3953839594,3596448035,3472194099,2960306121,3537721020,4310356253,4756204070,5885321656,6548530572,6584649419,6622541529,7516834160,7890216508,8452509316,8776360623,8724656126,8022638722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.704713115,2.181841028,2.71024702,0.87005972,-1.044374391,-0.251464534,0.363800337,-3.522888132,1.805010846,2.249221904,3.343279015,0.843944329,3.083247688,-5.497792337,5.523737754,2.885096051,4.234052891,2.810148498,1.211218343,1.439907846
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34650782427,38616036222,40006243368,43039008830,46288369007,46538169512,47178241569,48661666395,49074725338,47209471853,53696730224,67561285379,85050281601,1.04E+11,1.13E+11,1.15E+11,1.39E+11,1.57E+11,1.30E+11,1.30E+11,1.40E+11,1.27E+11,1.35E+11,1.39E+11,1.22E+11,1.24E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.064180345,-0.576108517,2.947154557,1.489525475,0.0055837,3.305862171,4.218935085,3.204949192,4.202333971,3.774101285,4.503063882,3.82774715,5.005389217,4.38289382,3.855745781,0.448348194,0.889204526,-6.563634275,0.677098149,1.739423344,-1.602512404,2.117146834,4.04732118,3.148083829,1.95436933
Indonesia,0,0,0,0,0,0,0,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337370,85518233451,90158449307,81052283405,84853699994,85289491750,79954072570,75929617577,84300174477,94451427898,1.06E+11,1.17E+11,1.28E+11,1.58E+11,1.77E+11,2.02E+11,2.27E+11,2.16E+11,95445547873,1.40E+11,1.65E+11,1.60E+11,1.96E+11,2.35E+11,2.57E+11,2.86E+11,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,0,5.740645823,1.841977702,-2.237029986,3.52969815,1.081589466,2.791346825,1.380402806,10.91517857,6.822298249,7.554634514,7.023997197,7.037643208,8.103975535,7.634672906,4.977300867,6.886564974,8.761325601,6.767069858,7.324309486,9.880077522,7.927156824,2.24644534,4.192967368,6.975527809,2.462143564,5.875045104,4.925927365,5.780498488,7.456586925,7.242131639,6.911982836,6.497506517,6.49640812,7.539971096,8.220007399,7.818187077,4.699878854,-13.12672549,0.791126082,4.920067747,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.876254582,5.0155584
Isle of Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,5685988395,5827468750,5047909332,5420118974,6066454094,6433357030,6754330155,7428280402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418923061,19.10553834,9.896346726,11.82935653,6.845213163,4.186976816,1.604987887,0.787296104,2.568276022,4.00366464,4.280900474,7.715996458,8.581528171,13.50925874,13.69321623,5.338364279,5.376166334,5.868974884,6.327778883,5.199996721,5.900003046,7.700001498,7.457065044,9.84866342,2.127151152,9.415889627,4.814762146,6.249540692,4.493510306,5.03114162,0,0
India,36535925031,38709096076,41599070242,47776000900,55726873084,58760424670,45253641303,49466168891,52377324284,57668330026,61589800520,66452561866,70509913049,84374541630,98198276857,97159222024,1.01E+11,1.20E+11,1.35E+11,1.51E+11,1.84E+11,1.91E+11,1.98E+11,2.15E+11,2.09E+11,2.29E+11,2.46E+11,2.75E+11,2.93E+11,2.92E+11,3.17E+11,2.67E+11,2.84E+11,2.76E+11,3.23E+11,3.55E+11,3.88E+11,4.10E+11,4.16E+11,4.53E+11,4.62E+11,4.79E+11,5.08E+11,6.00E+11,7.00E+11,8.09E+11,9.20E+11,1.20E+12,1.19E+12,1.32E+12,1.66E+12,1.82E+12,1.83E+12,1.86E+12,2.04E+12,2.11E+12,2.26E+12,0,3.722742533,2.931127737,5.994353261,7.452950122,-2.63577011,-0.05532877,7.82596303,3.387929176,6.539700296,5.157229736,1.642930384,-0.553301312,3.295521135,1.18533626,9.149912015,1.663103637,7.254764586,5.712532089,-5.238182703,6.735821528,6.006203624,3.47573324,7.288892901,3.820737856,5.254299223,4.77656417,3.965355634,9.62778292,5.947343328,5.533454563,1.056831433,5.482396022,4.75077622,6.658924067,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381475,7.922943418,9.284824616,9.263964759,9.801360337,3.890957062,8.479783897,10.25996306,6.6383638,5.456387552,6.386106401,7.505220233,8.01005265,7.107034368
Ireland,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4400344547,5103293982,6324312352,7488574957,7904673173,9493191638,9463110246,11259469295,14662488976,18337460026,21769374171,20690641399,21496001230,20786594499,20126542855,21291058299,28742982514,33954080524,37810270546,39277216207,49354416569,49836763468,55973865068,52469340621,57154150177,69208232323,75864982359,82816774117,90111618257,98781557639,99855067256,1.09E+11,1.28E+11,1.64E+11,1.94E+11,2.12E+11,2.32E+11,2.70E+11,2.75E+11,2.36E+11,2.21E+11,2.41E+11,2.26E+11,2.39E+11,2.56E+11,2.84E+11,2.94E+11,0,0,0,0,0,0,0,0,0,0,0,3.469887678,6.489808441,4.721428306,4.26022921,5.656645552,1.394808068,8.211300341,7.186728478,3.073036273,3.07932924,3.325215768,2.283468507,-0.244301198,4.354372656,3.085614865,-0.428330561,4.663091103,5.217414206,5.81391958,8.466527969,1.929639547,3.343274285,2.692609077,5.755827017,9.634422395,9.091817982,10.74712773,8.227906111,10.86297048,9.912390825,6.051904617,5.57697237,3.673111175,6.724903354,5.766120585,5.866128966,3.79662986,-4.373481337,-4.565114328,2.033546407,-0.040563406,-1.102882273,1.098843394,8.462361941,26.27606011,5.213744704
Iran - Islamic Rep.,4199134389,4426949094,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089608,10976245154,13731801564,17153463263,27081698249,46209092072,51776222350,68055295080,80600122702,77994316621,90391877325,94362275579,1.00E+11,1.26E+11,1.56E+11,1.62E+11,1.80E+11,2.09E+11,1.34E+11,1.23E+11,1.20E+11,1.25E+11,0,0,63743623232,71841461173,96419225744,1.20E+11,1.14E+11,1.10E+11,1.14E+11,1.10E+11,1.27E+11,1.29E+11,1.54E+11,1.84E+11,2.20E+11,2.59E+11,3.37E+11,3.97E+11,3.99E+11,4.68E+11,5.92E+11,5.87E+11,5.12E+11,4.25E+11,3.93E+11,0,0,10.39091835,7.90926793,7.042075229,8.475228249,17.03571152,11.50240728,11.2528031,14.40418268,15.51665891,10.92760163,13.70158299,14.49901585,7.441681612,5.801050848,-0.326216241,18.26043563,-2.773577692,-12.84085667,-12.02076025,-21.59964935,-5.696787233,23.17124554,11.08671685,-7.139850499,1.867649933,-9.784905578,-0.172107688,-6.08199662,6.132115677,13.59492644,12.71614844,3.29798192,-1.471011482,-1.698286119,2.401044552,6.350526019,1.350399274,2.08001178,2.002696233,5.845527476,2.392172712,8.07882928,8.639298397,4.336665979,4.208690356,5.704251918,9.116167365,0.923695792,2.314710619,6.577374352,3.749690486,-6.608687255,-1.911575057,4.343343402,-1.5,0
Iraq,1684121535,1831700364,1954634836,1978437693,2340521143,0,0,0,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,53405689130,38424991534,42595309883,40595046639,46802508845,48284979093,47127693792,56609842393,62503055645,65641363783,1.80E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,36627901762,49954890353,65140293688,88840050497,1.32E+11,1.12E+11,1.39E+11,1.86E+11,2.18E+11,2.35E+11,2.35E+11,1.80E+11,1.71E+11,0,0,0,0,0,0,0,0,0,3.24418646,4.544357064,5.374552533,3.735303787,4.418755565,16.11336735,12.49066467,17.17510373,1.899959394,17.05696466,20.86925543,24.75372685,-0.72872751,3.433978031,-13.0733124,-1.485241697,1.453896263,4.647590574,9.305281391,-0.019036937,-3.118535215,57.81782835,-64.04710697,32.5922112,30.28982949,3.854532449,2.120021498,11.02078564,21.23793613,34.85709513,17.58226601,1.406474812,2.305316984,-6.900180223,-33.10083802,54.15777462,4.400617192,10.15819958,1.377598148,8.228107104,3.379299094,6.402564845,7.5464712,13.93643017,6.572160298,0.7,4.8,11
Iceland,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,531004659.1,675722954.5,846506911.4,1163864529,1527559580,1418360312,1683117418,2226538694,2532331673,2876729410,3409023699,3521512389,3232804218,2788530415,2887825524,3008412960,4022192404,5565384032,6156487920,5718878002,6521544489,6966138526,7138787995,6269347503,6441621298,7181787874,7501950116,7596126046,8468339856,8931365461,8946079678,8146073990,9199643908,11304084267,13703315349,16691213479,17043245939,21295012099,17640375722,12887072301,13254818331,14674650435,14218575093,15479256845,17178962757,16783714958,20047413006,0,-0.084661946,8.313712744,10.28338287,9.916544014,7.371729299,8.735933476,-1.267261863,-5.474906346,2.374588027,9.369723983,13.06083764,6.177334455,6.806009724,5.706292127,0.646155071,5.959367532,8.822277241,6.016714592,4.86058239,5.747920714,4.265007103,2.154566242,-2.15116171,4.129118226,3.29284139,6.270541966,8.545939746,-0.089726026,0.258439846,1.16937033,-0.223525507,-3.373894144,1.313449465,3.608857933,0.116583712,4.785062427,4.913189617,6.567152826,4.003823968,4.680514158,3.833743501,0.314701912,2.44014019,8.09977495,6.704392043,5.000661126,9.350069307,1.519365512,-6.94394119,-3.559864876,1.987130754,1.217535365,4.41153541,1.925143976,4.096500228,7.199684474
Israel,2598500000,3138500000,2510000000,2992333333,3405333333,3663333333,3980000000,4030000000,4619000000,5329333333,6267666667,5851750000,7496250000,9692000000,13986250000,13028166667,12359875000,14390000000,13967647059,17796000000,21884705882,23258596491,24539341564,27442580071,26043655184,24121638985,29702243917,35477234542,43893303709,44599771760,52490327348,59170286560,65771216421,65925583866,74669719505,99968784246,1.10E+11,1.15E+11,1.16E+11,1.17E+11,1.32E+11,1.31E+11,1.21E+11,1.27E+11,1.35E+11,1.43E+11,1.55E+11,1.80E+11,2.17E+11,2.08E+11,2.34E+11,2.61E+11,2.58E+11,2.93E+11,3.09E+11,2.99E+11,3.19E+11,0,11.20388562,10.15611716,10.69571298,7.937191975,9.093965599,-0.079644772,2.995020166,16.24195681,13.56570351,7.307329667,11.22428379,13.66083901,3.342543095,6.840258331,3.318343346,1.315853917,-0.00796708,4.821514236,6.284798671,6.871292679,5.14785828,1.808836488,3.51082091,0.903754788,3.447822555,4.791433162,7.187687242,2.024141161,0.869138088,6.83546983,7.699379027,5.627795094,5.556872156,6.931825872,6.600000015,6.15749605,4.082162978,4.251809193,3.737087576,8.942023065,0.241579641,-0.068274779,1.177134254,5.114051712,4.389914718,5.801808374,6.13507899,3.059407048,1.268661902,5.517022938,5.062178851,2.381800262,4.376328279,3.163047034,2.507836062,4.040922211
Italy,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13E+11,1.24E+11,1.45E+11,1.75E+11,1.99E+11,2.27E+11,2.24E+11,2.57E+11,3.14E+11,3.92E+11,4.76E+11,4.29E+11,4.26E+11,4.42E+11,4.36E+11,4.51E+11,6.38E+11,8.03E+11,8.89E+11,9.26E+11,1.18E+12,1.24E+12,1.32E+12,1.06E+12,1.10E+12,1.17E+12,1.31E+12,1.24E+12,1.27E+12,1.25E+12,1.14E+12,1.16E+12,1.27E+12,1.57E+12,1.80E+12,1.85E+12,1.94E+12,2.20E+12,2.39E+12,2.19E+12,2.13E+12,2.28E+12,2.07E+12,2.13E+12,2.15E+12,1.82E+12,1.85E+12,0,8.207245914,6.203650458,5.609727978,2.797702279,3.26802372,5.984794225,7.178612466,6.544554655,6.098059996,5.268696517,1.818107989,3.690485749,7.125862303,5.500141129,-2.090162924,7.125385166,2.560500799,3.240139791,5.959159451,3.430016382,0.844227623,0.413585668,1.169203492,3.225852385,2.798085725,2.859971884,3.191960621,4.194377269,3.388383507,1.985774909,1.538447548,0.834275471,-0.852805758,2.151023646,2.886836742,1.286366437,1.835365313,1.616073187,1.559850895,3.710107987,1.77218597,0.248546306,0.151323895,1.581936027,0.949664837,2.00658763,1.473871503,-1.050405284,-5.482053957,1.686523279,0.57662466,-2.819019127,-1.728157335,0.113671537,0.783243955,0.879890549
Jamaica,699050679,748028839.4,777712445.8,826690466.2,897931401.4,972140557.2,1096738065,1148025407,1083883355,1191287652,1404776071,1539865514,1875048860,1905917553,2375096249,2860411286,2966010230,3249697393,2644449232,2425033998,2679409453,2979061412,3293533288,3619294121,2373566957,2100223150,2754566176,3286987552,3828310735,4404970059,4592224067,4071219198,3530892749,4859766161,4907861406,5779285208,6504445801,7450324787,8718300136,8795765306,8929375580,9087918837,9694161516,9399452788,10150978155,11204416000,11905525197,12824094990,13678551838,12038998757,13192229343,14440457549,14802430173,14276559216,13897561173,14261995114,14027151473,0,0,0,0,0,0,0,1.808638519,5.744132216,5.574673871,12.06440904,2.458073452,18.00855529,-5.485509091,-4.22926131,-0.256092257,-6.694245095,-2.597548698,-0.053700315,-1.060041317,-5.714159246,2.639447994,2.069231624,1.909078402,-1.5423458,-2.943635575,1.882588185,7.850354827,3.974302015,7.173304346,4.200535115,4.838238753,1.955542502,9.417102567,1.383389803,2.349957041,-0.113731206,-1.140459872,-2.334553543,1.047673871,0.878703548,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.812752927,-4.332824094,-1.468990555,1.72904781,-0.621954187,0.503639921,0.694621084,0.996498915,1.375045582
Jordan,0,0,0,0,0,599831979.8,658078969.5,631755810.7,561187342.5,698963875.7,639596751.6,678241389,788574629,943700547.8,1197454207,1363039400,1708734940,2096568479,2602748691,3271728272,3910036925,4384685230,4680567376,4920407601,4966710013,4993829194,6401380000,6755599114,6277197435,4220945005,4160003917,4344250257,5311329067,5605841536,6237739516,6727446632,6928359238,7246188575,7912327362,8149106065,8460424401,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,21972004086,23820230000,26425379437,28840263380,30937277606,33593843662,35826925775,37517410282,38654727746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.30957216,6.509946267,21.00411821,9.120068139,19.01174969,4.707515069,7.385024588,1.990395284,8.640643951,3.456390535,7.014158032,2.895607697,-1.852106645,-13.45211468,0.97375649,1.823896404,18.66483555,4.630914985,4.986439995,6.186342349,2.087347509,3.307893007,2.993938324,3.409474478,4.245247419,5.268616571,5.784480682,4.161050302,8.567297894,8.146583289,8.093331161,8.175719022,7.23240848,5.47658105,2.311392474,2.58712783,2.650383647,2.829210769,3.096330275,2.39169597,2.003330636
Japan,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.06E+11,1.24E+11,1.47E+11,1.72E+11,2.12E+11,2.39E+11,3.16E+11,4.30E+11,4.77E+11,5.19E+11,5.83E+11,7.18E+11,1.01E+12,1.05E+12,1.10E+12,1.22E+12,1.13E+12,1.23E+12,1.31E+12,1.40E+12,2.08E+12,2.51E+12,3.05E+12,3.05E+12,3.14E+12,3.58E+12,3.90E+12,4.47E+12,4.91E+12,5.45E+12,4.83E+12,4.41E+12,4.03E+12,4.56E+12,4.89E+12,4.30E+12,4.12E+12,4.45E+12,4.82E+12,4.76E+12,4.53E+12,4.52E+12,5.04E+12,5.23E+12,5.70E+12,6.16E+12,6.20E+12,5.16E+12,4.85E+12,4.38E+12,4.94E+12,0,12.04353641,8.908972996,8.473642383,11.6767082,5.819707873,10.63856156,11.08214232,12.88246814,12.47789451,-1.01991284,4.698992042,8.413547255,8.032599975,-1.225239828,3.091575916,3.974984091,4.39033795,5.271941503,5.484041832,2.817591208,4.176843956,3.376608297,3.060738036,4.463899016,6.333356889,2.831076641,4.107427064,7.146693707,5.370152519,5.5723983,3.324340775,0.819029859,0.17106272,0.863578244,2.742163827,3.099929947,1.076511705,-1.128756383,-0.251976309,2.779542546,0.406249445,0.118100784,1.528242023,2.204730325,1.662752768,1.419984392,1.654282905,-1.093479004,-5.417119742,4.192289082,-0.115461941,1.495028543,2.000489572,0.335664786,1.219438139,0.998520846
